"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"AgingCluster"	"nlp"	"genes"
"GZMH"	618.987851713906	3.35435227954353	0.632257765950406	5.3053556004983	1.12453557790401e-07	1.06325216251757e-06	"0"	5.97336372531416	"GZMH"
"WNK2"	44.3905975524545	6.93257621838553	1.30767339852159	5.3014584729056	1.14881181883846e-07	1.08571964918132e-06	"0"	5.96428230230864	"WNK2"
"RMI2"	136.320515211506	2.53803245697107	0.478752409301437	5.3013465993297	1.14951614344212e-07	1.08589964878046e-06	"0"	5.96421030733889	"RMI2"
"TMEM168"	261.939297273981	-1.62288436356677	0.306166380740933	-5.3006615541502	1.15383811738878e-07	1.08949540199552e-06	"0"	5.96277459826966	"TMEM168"
"IL18RAP"	84.8876952101396	3.47296695118371	0.655231653396951	5.30036504368894	1.1557136843685e-07	1.09077898964159e-06	"0"	5.96226323593998	"IL18RAP"
"AC234772.2"	15.6616143180219	7.43581783820023	1.40302306886561	5.29985429549088	1.15895132467698e-07	1.09334640147652e-06	"0"	5.96124222010382	"AC234772.2"
"TRAV13-2"	66.1379586589041	7.6026449802489	1.43453640062313	5.29972259814843	1.15978757831104e-07	1.09364708187723e-06	"0"	5.96112280151326	"TRAV13-2"
"C9orf135"	257.719924701653	4.7611115127207	0.898463773527896	5.29916915183545	1.16330824659835e-07	1.09598884828873e-06	"0"	5.96019386478532	"C9orf135"
"TNK1"	44.5317520619966	5.46856812707532	1.03195261778534	5.29924342729161	1.16283515396209e-07	1.09598884828873e-06	"0"	5.96019386478532	"TNK1"
"ABHD1"	12.2660044560587	-3.16617005340277	0.597556689411479	-5.29852666618302	1.16740829750267e-07	1.09936150369102e-06	"0"	5.95885947478095	"ABHD1"
"SPEF1"	145.883778728597	4.77336221535062	0.901319862271166	5.29596918381737	1.18386803434468e-07	1.11436522502324e-06	"0"	5.95297244900347	"SPEF1"
"AC243829.4"	81.3477687748221	2.50293081399218	0.472625866652368	5.29579735387856	1.18498193116222e-07	1.11491710460018e-06	"0"	5.95275742172169	"AC243829.4"
"FBXW4"	248.933438104034	-1.08088225624808	0.204114316876974	-5.29547497101616	1.1870745321978e-07	1.1163889191991e-06	"0"	5.95218448278406	"FBXW4"
"RPL15"	37927.0534793727	-1.66495489004373	0.314451177068792	-5.2947961765126	1.19149231349983e-07	1.12004517655153e-06	"0"	5.95076445989111	"RPL15"
"MOSPD2"	892.265389932026	-2.06332938133841	0.389732495442314	-5.29421951073571	1.19525790742038e-07	1.12308537570509e-06	"0"	5.9495872278986	"MOSPD2"
"ATP10B"	25.443384349716	4.87145748536636	0.920164259573472	5.29411725643902	1.1959268228832e-07	1.1232144720519e-06	"0"	5.94953730951289	"ATP10B"
"RTN4RL2"	19.0520654699666	6.75676404243264	1.27632650272789	5.29391501938681	1.1972508608942e-07	1.12395847145341e-06	"0"	5.94924973498743	"RTN4RL2"
"PF4V1"	21.0352391151687	7.71281657589425	1.45705685286871	5.29342184603774	1.20048559680136e-07	1.12599474618759e-06	"0"	5.9484636358675	"PF4V1"
"ARHGEF38"	45.2705669886358	5.70803913719241	1.0783185387077	5.29346286119975	1.20021625529144e-07	1.12599474618759e-06	"0"	5.9484636358675	"ARHGEF38"
"AP1M2"	131.796557710518	4.39748125304073	0.830771937774312	5.29324722356638	1.20163297572257e-07	1.12657089809092e-06	"0"	5.9482414717779	"AP1M2"
"FAM184A"	53.6706534452676	4.07248668216677	0.769412327889276	5.29298340376062	1.20336844968269e-07	1.12719778717618e-06	"0"	5.94799987246978	"FAM184A"
"SPAG5"	97.7598142612515	2.89440442141261	0.546832058509293	5.29304084567204	1.20299037572686e-07	1.12719778717618e-06	"2"	5.94799987246978	"SPAG5"
"DIXDC1"	177.991938822503	-1.885621904365	0.356274100882698	-5.2926157127145	1.2057912611438e-07	1.12896681127562e-06	"0"	5.94731882502961	"DIXDC1"
"MAP3K19"	95.3603305796386	4.48865174004407	0.84820654036212	5.29193247923762	1.21030580264944e-07	1.13269186100921e-06	"0"	5.94588822011402	"MAP3K19"
"AL121944.1"	248.443641829787	-2.13185696079182	0.402857660298881	-5.29183672270297	1.21093982985614e-07	1.13278355398495e-06	"0"	5.94585306479681	"AL121944.1"
"RORB"	13.7706365950075	7.10190231681031	1.34218235022547	5.29130957177112	1.21443598226278e-07	1.1355513795211e-06	"0"	5.94479321077258	"RORB"
"PAX5"	37.079410575141	3.81897417177701	0.721856743355787	5.29048763058341	1.21990672625246e-07	1.14016227063985e-06	"0"	5.94303333442821	"PAX5"
"TRAV8-2"	79.394282058561	4.82862816394717	0.912947444616198	5.28905381402006	1.22950716957389e-07	1.14862712234463e-06	"0"	5.93982093300911	"TRAV8-2"
"CFAP43"	202.982373056038	4.10514006779147	0.776271155078682	5.28828108700674	1.23471141033002e-07	1.15297929841334e-06	"0"	5.93817849033372	"CFAP43"
"EIF4B"	2295.15949839132	-1.28606288007565	0.243217529078276	-5.28770637934467	1.23859582390727e-07	1.15609571337493e-06	"0"	5.93700620910768	"EIF4B"
"ELL3"	25.3469213589023	4.67294474155833	0.883858360564976	5.2869836956357	1.24349718278833e-07	1.16015816629947e-06	"0"	5.93548279864506	"ELL3"
"ZFP30"	55.2000894768482	-2.31660080243666	0.43824077650718	-5.28613704297484	1.2492631913493e-07	1.16502337862284e-06	"0"	5.93366535952636	"ZFP30"
"COMMD7"	539.588260464824	-1.20606181881287	0.228183178357946	-5.28549837675125	1.25362984526886e-07	1.16857988046853e-06	"0"	5.93234159524355	"COMMD7"
"POU2F3"	24.4425200984085	8.0939086574511	1.53138035994516	5.28536793938049	1.25452347871651e-07	1.16889727302633e-06	"0"	5.93222365455087	"POU2F3"
"HIST1H3A"	46.8254766123926	5.27964112753036	0.998934711558585	5.28527146613297	1.25518481857825e-07	1.16899804258244e-06	"0"	5.93218621603778	"HIST1H3A"
"ACOD1"	205.171115085001	6.17591711795462	1.16870769420675	5.28439844160217	1.26118490147104e-07	1.17406869329894e-06	"0"	5.93030649231506	"ACOD1"
"DMRT3"	23.4513728927435	7.86741653482818	1.48904820400793	5.28352038144379	1.2672475785311e-07	1.17919312327253e-06	"0"	5.92841506216269	"DMRT3"
"MAP1LC3B2"	26.1402924226787	3.22912156497397	0.611210823259725	5.28315507855756	1.26977815522522e-07	1.18102781585473e-06	"0"	5.92773987365663	"MAP1LC3B2"
"DHRS1"	510.803959270665	-1.36166376488178	0.257902072367976	-5.27977054383244	1.29345763560871e-07	1.20252295449553e-06	"0"	5.91990662479563	"DHRS1"
"EPOP"	29.8113131502953	3.93752949443437	0.746130378649618	5.27726736118251	1.31124508517092e-07	1.21852379682638e-06	"0"	5.91416598496143	"EPOP"
"DLD"	1072.05756695165	-1.20092790090508	0.227669589606816	-5.27487181304746	1.32848914354974e-07	1.23400582775794e-06	"0"	5.90868278928403	"DLD"
"PARVA"	88.77037244722	3.71988362670084	0.705314742957331	5.27407609701118	1.33426539168055e-07	1.23882672482396e-06	"0"	5.9069894343143	"PARVA"
"KIF19"	74.8185560249648	4.33520611555509	0.822294021717966	5.27208760012364	1.34880667375959e-07	1.2517778932757e-06	"0"	5.9024727224689	"KIF19"
"AC136475.5"	71.0945530716328	4.19874785376138	0.796461472888062	5.27175261665355	1.35127134768658e-07	1.25351475501813e-06	"0"	5.90187054963138	"AC136475.5"
"PTPA"	822.448508168523	1.23352549411232	0.234024582188161	5.27092274913469	1.3573959594977e-07	1.25864376551581e-06	"0"	5.90009717105385	"PTPA"
"DPY19L2"	41.9991382896927	6.3260360477355	1.20032966505593	5.27024885904218	1.3623891705339e-07	1.26271964700537e-06	"0"	5.89869306217139	"DPY19L2"
"PPP5D1"	48.1496302434121	-1.64939497607965	0.312979067406242	-5.26998495378209	1.36434942279355e-07	1.26398211321672e-06	"0"	5.8982590717706	"PPP5D1"
"MAP2K3"	1198.95813807102	1.59523765615339	0.302771742168158	5.268779856171	1.37333545164853e-07	1.27174955145647e-06	"0"	5.89559840687138	"MAP2K3"
"SOX21"	44.0454697180808	4.88911502774262	0.928044271388507	5.2681915922262	1.37774271624892e-07	1.27415575841454e-06	"0"	5.89477747868421	"SOX21"
"SMIM5"	198.294222221387	4.22719743483511	0.802384689908668	5.26829273788396	1.37698396181289e-07	1.27415575841454e-06	"0"	5.89477747868421	"SMIM5"
"AL118506.1"	145.061413145854	1.91482538879504	0.363464429788812	5.26826074812227	1.37722389254928e-07	1.27415575841454e-06	"0"	5.89477747868421	"AL118506.1"
"OR6N1"	49.8310869173788	-5.46155792911288	1.0368955468137	-5.26722093261548	1.38504481120515e-07	1.28034851051563e-06	"0"	5.89267179942057	"OR6N1"
"NPIPB4"	293.063925993101	3.1032933679505	0.589209857533093	5.26687279290164	1.38767291265392e-07	1.28221705247934e-06	"0"	5.8920384516385	"NPIPB4"
"GALNT18"	32.0182100463115	7.45226439167274	1.41513372457357	5.26612026995427	1.39337018932353e-07	1.28691865562871e-06	"0"	5.89044890338937	"GALNT18"
"FAM71A"	37.0751518905003	6.95423961030311	1.32058966755502	5.26601092009025	1.39419994674072e-07	1.28712246721385e-06	"0"	5.89038012884946	"FAM71A"
"C7orf50"	1951.75404662946	-1.06021745973771	0.201340346840232	-5.26579732466149	1.39582210847415e-07	1.28805732734828e-06	"0"	5.89006480747545	"C7orf50"
"RALGPS2"	209.378467096006	2.66892897020068	0.506894247892634	5.26525795330388	1.39992652253035e-07	1.29128098097387e-06	"0"	5.88897924556558	"RALGPS2"
"BBS4"	181.126295749566	-1.07343473698225	0.203910635616601	-5.26424104233856	1.40769660966814e-07	1.29748616605055e-06	"0"	5.88689726395345	"BBS4"
"KANSL1-AS1"	274.57733575482	-1.53710333195383	0.291990882715835	-5.26421687436638	1.40788178059526e-07	1.29748616605055e-06	"0"	5.88689726395345	"KANSL1-AS1"
"DDIAS"	141.013769238062	-3.550376865864	0.674509513567274	-5.26364238672801	1.41229035066123e-07	1.30098167786282e-06	"0"	5.88572881970214	"DDIAS"
"PAFAH2"	186.944976929662	-1.75958579118363	0.334328674773472	-5.26304180272858	1.4169134573927e-07	1.30410344867694e-06	"0"	5.88468795660443	"PAFAH2"
"BMP2"	28.1426243801607	7.23447003803663	1.37456063698168	5.26311451339273	1.41635297573556e-07	1.30410344867694e-06	"0"	5.88468795660443	"BMP2"
"CYP2A6"	14.0755516616185	7.16978239848508	1.36242105312976	5.26253053856928	1.42086053939978e-07	1.30716695335639e-06	"0"	5.88366894012346	"CYP2A6"
"KCNK5"	24.786139561224	4.87870024442461	0.927081488980984	5.26242871032525	1.42164794691511e-07	1.3073222112363e-06	"0"	5.8836173601502	"KCNK5"
"ARL14EPL"	16.036876550262	-4.40479638544666	0.837329107752764	-5.26053178453131	1.43639370825184e-07	1.3203076051665e-06	"0"	5.87932487510993	"ARL14EPL"
"HEXA"	3127.9058551073	-1.89985110481478	0.361161827254659	-5.2603873428605	1.43752256726052e-07	1.32077073440649e-06	"0"	5.87917256272117	"HEXA"
"NMU"	27.1333175930107	5.8790793643539	1.11785946436431	5.25922940384743	1.44660330499744e-07	1.32795921117315e-06	"0"	5.87681526430119	"NMU"
"CAPN15"	270.607091605961	1.44540324698702	0.274828183154701	5.25929775613079	1.44606573844482e-07	1.32795921117315e-06	"0"	5.87681526430119	"CAPN15"
"AC025171.4"	25.2351001072444	-1.97835799615094	0.376177163708048	-5.25911242630972	1.44752374046051e-07	1.32822716818982e-06	"0"	5.87672764074056	"AC025171.4"
"LINC01303"	21.2215850272659	4.28252319305795	0.814611763035	5.25713399607998	1.46317705223033e-07	1.34200770259251e-06	"0"	5.87224499148161	"LINC01303"
"FAM83A"	47.2204183956834	6.59694039462059	1.2550488051378	5.25632180008831	1.46965042543967e-07	1.34736020782608e-06	"0"	5.87051628300141	"FAM83A"
"SEMA6B"	423.145544758874	2.93100407543685	0.557642494394534	5.25606298820397	1.47171902395867e-07	1.34867157043776e-06	"0"	5.87009379718686	"SEMA6B"
"AC104596.1"	22.4970395956255	3.33088409472014	0.633845875832324	5.25503789126377	1.47993998761651e-07	1.35561733065939e-06	"0"	5.86786288763517	"AC104596.1"
"DNAH6"	120.291379180452	3.65280397981648	0.695168352424399	5.25456023289514	1.48378581378408e-07	1.35847599645532e-06	"0"	5.86694803092964	"DNAH6"
"SAA2-SAA4"	36.432441533766	7.53473960946341	1.43396192925549	5.25449069165694	1.48434652461449e-07	1.35847599645532e-06	"0"	5.86694803092964	"SAA2-SAA4"
"PLCB2"	424.434527398762	-1.51588906091533	0.288570793018356	-5.25309247363404	1.49566393241264e-07	1.36705753545605e-06	"0"	5.86421320686214	"PLCB2"
"AC004943.2"	48.490438806482	1.70641831256517	0.324836271482975	5.25316432421436	1.4950803334696e-07	1.36705753545605e-06	"0"	5.86421320686214	"AC004943.2"
"SDR42E1"	25.8648176037302	5.11459397677613	0.973622637251115	5.25315844259379	1.49512809805003e-07	1.36705753545605e-06	"0"	5.86421320686214	"SDR42E1"
"ZNF609"	384.449387134856	-1.34899859061171	0.256888814674239	-5.25129360856906	1.51034704395897e-07	1.3798812681773e-06	"0"	5.86015828084065	"ZNF609"
"EFL1"	190.503785282496	1.13525760738887	0.216278482078666	5.24905481339539	1.52881584864272e-07	1.39615110257208e-06	"0"	5.85506757636758	"EFL1"
"TFF1"	51.2565000682822	9.03134272543175	1.72061265554695	5.24891101801228	1.53000951501528e-07	1.3966376272701e-06	"0"	5.85491626166802	"TFF1"
"AC027117.2"	58.2287881104594	6.11457307539007	1.16499401379617	5.24858754893131	1.53269797396281e-07	1.39788405635659e-06	"0"	5.85452884845637	"AC027117.2"
"IGF1"	713.298115406267	-4.92135301589876	0.937645967793228	-5.24862601124525	1.53237806174553e-07	1.39788405635659e-06	"0"	5.85452884845637	"IGF1"
"DUOXA2"	29.2553610078886	5.49334893193756	1.04687097724686	5.24739824804807	1.5426219809771e-07	1.40632820112201e-06	"0"	5.85191331423595	"DUOXA2"
"CCDC91"	714.611343363926	-0.827623976529639	0.157730683109177	-5.24707026062126	1.54536975394324e-07	1.40761869139347e-06	"0"	5.85151497491787	"CCDC91"
"WFDC3"	54.8458315764489	3.84298414372763	0.732398133800529	5.24712443461015	1.54491557562278e-07	1.40761869139347e-06	"0"	5.85151497491787	"WFDC3"
"HIST2H3D"	37.0513133402707	7.42439955067612	1.41582799873165	5.24385699204081	1.57254102071239e-07	1.4317508336792e-06	"0"	5.84413255533377	"HIST2H3D"
"UBE2L6"	8213.26450843132	1.92722329236064	0.367619282658429	5.24244342795073	1.58463984982151e-07	1.44189907643631e-06	"0"	5.84106513634384	"UBE2L6"
"FAM92B"	244.225866791748	4.01130505606107	0.765166434663369	5.24239547677732	1.58505184296874e-07	1.44189907643631e-06	"0"	5.84106513634384	"FAM92B"
"POGK"	491.540480245758	-1.04631376875515	0.199601699325579	-5.24200832102365	1.58838205470564e-07	1.44394157227514e-06	"0"	5.84045037972474	"POGK"
"EEF1E1"	405.918329252607	-1.49374706587682	0.284958797255783	-5.24197561283224	1.58866371168829e-07	1.44394157227514e-06	"2"	5.84045037972474	"EEF1E1"
"PPP4R4"	15.5760705587051	7.17538347146821	1.36948499796819	5.23947577528328	1.61033382487116e-07	1.46300835714434e-06	"0"	5.83475319304673	"PPP4R4"
"DRAM2"	1979.32327256875	-1.5404306031846	0.294062611388223	-5.23844427522587	1.619358554149e-07	1.47057520267627e-06	"0"	5.83251276151922	"DRAM2"
"PEG10"	35.3865672769209	7.58851535565148	1.44887586426644	5.23751933675389	1.62749253521955e-07	1.47732698686682e-06	"2"	5.83052336868609	"PEG10"
"TPRA1"	765.972231531628	1.77992294586685	0.339863726892046	5.23716656126773	1.63060526601946e-07	1.4795169807438e-06	"0"	5.82988004598087	"TPRA1"
"SOX2"	284.533936254125	4.79712477300344	0.916180550858462	5.23600372056418	1.64090645899913e-07	1.48811004111451e-06	"0"	5.82736495287495	"SOX2"
"SLC4A4"	88.4086672664471	5.38670168628318	1.02879387779768	5.23593870699777	1.6414842446706e-07	1.48811004111451e-06	"0"	5.82736495287495	"SLC4A4"
"NRSN2"	31.1108364029624	3.2581243670307	0.622291280407751	5.23569021390729	1.64369445480706e-07	1.48947475210046e-06	"0"	5.82696685405779	"NRSN2"
"ZNF827"	51.1119258005328	3.95046300350646	0.754546618017459	5.23554530518757	1.64498466662575e-07	1.4900049710731e-06	"0"	5.82681228265751	"ZNF827"
"MOV10"	927.077466962612	1.98611673188788	0.379363868112106	5.2353871805761	1.6463936649718e-07	1.49064228484079e-06	"0"	5.82662656336033	"MOV10"
"CLIP4"	854.329432265883	-1.46263419340644	0.279533152076307	-5.23241763111938	1.67307213948637e-07	1.5141481992131e-06	"0"	5.81983161562154	"CLIP4"
"AC092287.1"	17.157732004864	3.44788678062262	0.658995264497172	5.23203574649878	1.67653318128192e-07	1.51663095834116e-06	"0"	5.81912008319087	"AC092287.1"
"STX19"	35.5476980751022	5.47887171639339	1.04720535216749	5.23189812299308	1.67778216697227e-07	1.51711137152153e-06	"0"	5.81898253637751	"STX19"
"RHPN1"	152.493753540447	2.45687589257362	0.469649612646304	5.23129547308689	1.68326204767484e-07	1.52141546584537e-06	"0"	5.81775217326756	"RHPN1"
"ALG8"	466.514909644366	-1.60357713989769	0.306559188736745	-5.2308891685995	1.68696632658459e-07	1.52411168932816e-06	"0"	5.81698320604001	"ALG8"
"IQCN"	98.3383082482506	5.04619254327571	0.96479636067908	5.23031879983866	1.69217968082765e-07	1.52816841945513e-06	"0"	5.81582877952389	"IQCN"
"RP1"	121.333559260558	4.6144067802812	0.882262666762469	5.23019612426096	1.69330300889441e-07	1.5285296533087e-06	"0"	5.81572613159055	"RP1"
"NEDD8-MDP1"	12.2316123480635	6.59615545841856	1.26134250380168	5.22947212080603	1.69994733507545e-07	1.53377028535606e-06	"0"	5.81423968033018	"NEDD8-MDP1"
"AC010503.4"	30.306199562373	5.89573419776316	1.12741959312461	5.22940547930633	1.70056018294021e-07	1.53377028535606e-06	"0"	5.81423968033018	"AC010503.4"
"TAS2R14"	24.9540612640036	-2.42693133701729	0.464113662148875	-5.22917452113012	1.70268577156399e-07	1.53503224081443e-06	"0"	5.81388249845341	"TAS2R14"
"FERMT1"	23.9663602630313	5.6022418475361	1.07142470057558	5.22877794820906	1.70634156406635e-07	1.53701662113598e-06	"0"	5.81332143606004	"FERMT1"
"UCA1"	37.879611135856	7.72916178829623	1.47819629823171	5.22877901774091	1.70633169442903e-07	1.53701662113598e-06	"0"	5.81332143606004	"UCA1"
"AL158152.2"	22.4618119087157	4.28043546538049	0.818920266346743	5.2269257964219	1.72351628438598e-07	1.55182556973347e-06	"0"	5.80915709645385	"AL158152.2"
"SLC39A13"	287.410659141283	0.872000485470376	0.166864746763403	5.22579216032241	1.73411064535891e-07	1.56003517061407e-06	"0"	5.80686561047154	"SLC39A13"
"IGHV1-3"	297.450814295408	11.591366759409	2.21809874598159	5.22581187172502	1.7339258963446e-07	1.56003517061407e-06	"0"	5.80686561047154	"IGHV1-3"
"SERPINB3"	6225.75026957523	6.71938270145933	1.28620313414462	5.22420022396228	1.74909438491287e-07	1.57284521455229e-06	"0"	5.80331401467705	"SERPINB3"
"GPR132"	233.127540190695	3.23248163482618	0.619026970385461	5.22187528083527	1.77120248614516e-07	1.59204810451806e-06	"0"	5.7980438139783	"GPR132"
"HENMT1"	277.697203995989	-1.98205527951533	0.379588649131857	-5.22158732630288	1.77395940252314e-07	1.59357285227943e-06	"0"	5.79762807739281	"HENMT1"
"RTKN2"	73.5619751913547	2.84815693301934	0.545462947347053	5.22154061402669	1.77440702319397e-07	1.59357285227943e-06	"0"	5.79762807739281	"RTKN2"
"ZNF37A"	328.853808094321	-1.04899523789873	0.200901327203775	-5.22144503721837	1.77532322884026e-07	1.59371837178642e-06	"0"	5.7975884209482	"ZNF37A"
"CTRB2"	8.69253433689848	-5.0683850481456	0.97080598840725	-5.22080117826737	1.78150723249168e-07	1.5985906937161e-06	"0"	5.79626271962806	"CTRB2"
"APBA3"	271.042021623109	1.70165862775729	0.325973852916257	5.22023043423194	1.78700640467608e-07	1.60284462409231e-06	"0"	5.79510857506934	"APBA3"
"PIGK"	403.683598166922	-1.98505867120086	0.380284816084907	-5.21992619015756	1.78994452662203e-07	1.60479880087301e-06	"0"	5.79457940883414	"PIGK"
"EIF2AK3"	259.429603114432	1.57642120950985	0.302014177983471	5.21969273110128	1.79220223518831e-07	1.60614154512296e-06	"0"	5.7942161841152	"EIF2AK3"
"UHMK1"	1200.18714421065	-0.968022977722075	0.185460988653282	-5.21955040114547	1.79358001364682e-07	1.60669490667167e-06	"0"	5.79406658305515	"UHMK1"
"LINC02362"	51.4146595483223	5.6269216891557	1.0781809257995	5.2189030194382	1.79985971130835e-07	1.61163709404102e-06	"0"	5.7927327452847	"LINC02362"
"RHBDF1"	56.498959360606	5.29453604284518	1.01452852220902	5.2187158142355	1.8016795876395e-07	1.61258335645904e-06	"0"	5.79247782688523	"RHBDF1"
"KIR2DL3"	13.5636501741008	6.92566874613732	1.32728947343074	5.21790376912735	1.80959432958509e-07	1.6189816838608e-06	"0"	5.7907580645531	"KIR2DL3"
"VAPA"	4601.15593707375	-1.03430524749076	0.198227373885519	-5.2177720322729	1.81088149090348e-07	1.61919872473728e-06	"0"	5.79069984688561	"VAPA"
"GMFG"	7439.88677303894	-1.82182355837513	0.349160709588998	-5.21772212148274	1.81136938542444e-07	1.61919872473728e-06	"0"	5.79069984688561	"GMFG"
"SBNO2"	548.298508395133	1.69580600457423	0.325049796347349	5.21706527316845	1.81780214816304e-07	1.62426194481951e-06	"0"	5.78934393074999	"SBNO2"
